,20161203,,,,,,,,,,,,CA00840B053,TMIN,13.0,C,,,,
,20161203,,,,,,,,,,,,US1MTCB0009,SNOW,0.0,N,,,,
,20161203,,,,,,,,,,,,US1MDWR0017,PRCP,0.0,N,,,,
,20161203,,,,,,,,,,,,US1NCPT0021,SNOW,0.0,N,,,,
,20161203,,,H,,,,,,,,,TUM00017160,TAVG,-2.0,S,,,,
,20161203,,,H,,,,,,,,,NG000001090,TAVG,247.0,S,,,,
,20161203,,,,,,800.0,,,,,,USC00482595,TMIN,-128.0,7,,,,
,20161203,,,,,,,,,,,,US1NHHL0055,PRCP,0.0,N,,,,
,20161203,,,,,,,,,,,,ASN00035119,PRCP,0.0,a,,,,
,20161203,,,,,,,,,,,,CY000176090,PRCP,0.0,S,,,,
,20161203,,,,,,800.0,,,,,,USC00286055,SX53,78.0,7,,,,
,20161203,,,H,,,,,,,,,USR0000MCLI,TMIN,11.0,U,,,,
,20161203,,,,,,,,,,,,USW00093720,SNWD,0.0,W,,,,
,20161203,,,,,,,,,,,,US1TNRD0091,PRCP,0.0,N,,,,
,20161203,,,H,,,,,,,,,RSM00027485,TAVG,-109.0,S,,,,
,20161203,,,,,,,,,,,,USC00416273,WT03,1.0,7,,,,
,20161203,,,,,,,,,,,,US1CASA0045,PRCP,0.0,N,,,,
,20161203,,,,,,,,,,,,RSM00023330,SNWD,191.0,S,,,,
,20161203,,,,,,1630.0,,,,,,USC00509314,TOBS,-239.0,7,,,,
,20161203,,,,,,,,,,,,USC00094941,SNWD,0.0,7,,,,
,20161203,,,T,,,,,,,,,US1SDHY0008,SNOW,0.0,N,,,,
,20161203,,,,,,,,,,,,USW00024132,SNWD,0.0,W,,,,
,20161203,,,,,,730.0,,,,,,USC00054135,TMAX,-61.0,7,,,,
,20161203,,,,,,,,,,,,NG000001090,TMAX,310.0,S,,,,
,20161203,,,,,,800.0,,,,,,USC00094700,PRCP,0.0,7,,,,
,20161203,,,,,,,,,,,,SWE00137994,SNWD,20.0,E,,,,
,20161203,,,,,,,,,,,,ASN00091185,PRCP,0.0,a,,,,
,20161203,,,H,,,,,,,,,CA002301000,TAVG,-85.0,S,,,,
,20161203,,,,,,800.0,,,,,,USC00326025,TMAX,-33.0,7,,,,
,20161203,,,,,,800.0,,,,,,USC00282805,SNWD,0.0,7,,,,
,20161203,,,,,,700.0,,,,,,USC00448022,PRCP,0.0,7,,,,
,20161203,,,,,,,,,,,,USC00362323,SNOW,0.0,7,,,,
,20161203,,,,,,730.0,,,,,,USC00414382,TMIN,83.0,7,,,,
,20161203,,,,,,,,,,,,USC00478229,SNOW,0.0,7,,,,
,20161203,,,,,,,,,,,,NLE00109170,SNWD,0.0,E,,,,
,20161203,,,,,,,,,,,,CA001154410,TAVG,-3.0,C,,,,
,20161203,,,,,,700.0,,,,,,USC00477174,TMIN,-22.0,7,,,,
,20161203,,,,,,,,,,,,US1SCBF0040,SNOW,0.0,N,,,,
,20161203,,,,,,,,,,,,,,,,USR0000OROB,TAVG,6.0,U
,20161203,,,H,,,,,,,,,,,,,IN001020700,TAVG,245.0,S
,20161203,,,,,,800.0,,,,,,,,,,USC00055531,TOBS,-50.0,7
,20161203,,,,,,,,,,,,,,,,US1NMLU0002,PRCP,61.0,N
,20161203,,,,,,,,,,,,,,,,RSM00028240,TMAX,-142.0,S
,20161203,,,,,,,,,,,,,,,,US1CASZ0006,PRCP,0.0,N
,20161203,,,,,,2400.0,,,,,,,,,,USC00132209,PRCP,43.0,7
,20161203,,,,,,,,,,,,,,,,ASN00094220,TMAX,189.0,a
,20161203,,,,,,700.0,,,,,,,,,,USC00213417,TMAX,-28.0,7
,20161203,,,,,,,,,,,,,,,,USR0000AGUT,TAVG,38.0,U
,20161203,,,,,,,,,,,,,,,,USS0022G06S,PRCP,25.0,T
,20161203,,,,,,,,,,,,,,,,NLE00109096,PRCP,0.0,E
,20161203,,,,,,,,,,,,,,,,USC00390553,SNOW,0.0,7
,20161203,,,,,,,,,,,,,,,,ASN00021062,PRCP,0.0,a
,20161203,,,,,,,,,,,,,,,,USW00054757,TMAX,22.0,W
,20161203,,,,,,,,,,,,,,,,USC00094133,SNWD,0.0,7
,20161203,,,,,,,,,,,,,,,,USS0017H07S,PRCP,0.0,T
,20161203,,,,,,,,,,,,,,,,US1KSKW0012,PRCP,13.0,N
,20161203,,,,,,,,,,,,,,,,US1NCCR0074,PRCP,0.0,N
,20161203,,,,,,2400.0,,,,,,,,,,USW00026615,PRCP,0.0,W
,20161203,,,,,,,,,,,,,,,,ASN00072156,PRCP,0.0,a
,20161203,,,,,,,,,,,,,,,,CA003032801,TMAX,50.0,C
,20161203,,,,,,,,,,,,,,,,US1NVWH0086,PRCP,0.0,N
,20161203,,,,,,,,,,,,,,,,USW00003024,WT02,1.0,W
,20161203,,,,,,,,,,,,,,,,USW00023185,SNWD,0.0,W
,20161203,,,,,,,,,,,,,,,,US1MOMA0005,PRCP,0.0,N
,20161203,,,,,,,,,,,,,,,,US1FLHB0004,SNOW,0.0,N
,20161203,,,,,,,,,,,,,,,,US1TXLK0011,PRCP,89.0,N
,20161203,,,,,,,,,,,,,,,,CA006042716,SNWD,300.0,S
,20161203,,,,,,,,,,,,,,,,IN009021000,TMIN,194.0,S
,20161203,,,,,,800.0,,,,,,,,,,USC00143218,PRCP,0.0,7
,20161203,,,,,,,,,,,,,,,,ASN00009912,PRCP,0.0,a
,20161203,,,T,,,,,,,,,,,,,US1COBO0030,SNWD,0.0,N
,20161203,,,,,,,,,,,,,,,,RSM00031168,SNWD,409.0,S
,20161203,,,,,,800.0,,,,,,,,,,USC00395325,PRCP,0.0,7
,20161203,,,,,,,,,,,,,,,,USS0012L12S,TOBS,-89.0,T
,20161203,,,,,,,,,,,,,,,,USW00013967,SNWD,0.0,W
,20161203,,,,,,,,,,,,,,,,US1KSWS0012,PRCP,0.0,N
,20161203,,,,,,,,,,,,,,,,USS0006J27S,TMAX,-91.0,T
,20161203,,,,,,,,,,,,,,,,USW00012835,WDF2,70.0,W
,20161203,,,,,,1600.0,,,,,,,,,,USC00425892,TMIN,-72.0,7
,20161203,,,,,,,,,,,,,,,,RSM00023305,TMAX,-120.0,S
,20161203,,,,,,,,,,,,,,,,USW00053867,WT08,1.0,W
,20161203,,,,,,,,,,,,,,,,ASN00009741,TMAX,258.0,S
,20161203,,,,,,1730.0,,,,,,,,,,USC00107210,TMAX,17.0,7
,20161203,,,,,,500.0,,,,,,,,,,USC00116200,TMAX,44.0,7
,20161203,,,,,,,,,,,,,,,,ASN00021021,PRCP,0.0,a
,20161203,,,,,,,,,,,,,,,,US1KSAL0001,SNOW,0.0,N
,20161203,,,H,,,,,,,,,,,,,USR0000MKIN,TMAX,67.0,U
,20161203,,,,,,,,,,,,,,,,CA001160515,TMAX,36.0,C
,20161203,,,,I,,600.0,,,,,,,,,,USC00311949,SX51,100.0,7
,20161203,,,,,,,,,,,,,,,,USW00023258,WT01,1.0,W
,20161203,,,,,,800.0,,,,,,,,,,USC00475255,TMIN,-33.0,7
,20161203,,,,,,,,,,,,,,,,USW00012919,WDF2,170.0,W
,20161203,,,,,,,,,,,,,,,,CF000004458,TMIN,216.0,S
,20161203,,,,,,,,,,,,,,,,FIE00146493,TMAX,-113.0,E
,20161203,,,,,,,,,,,,,,,,US1FLPN0034,PRCP,0.0,N
,20161203,,,,,,,,,,,,,,,,SAM00041128,TMIN,130.0,S
,20161203,,,B,,,,,,,,,,,,,RSM00030089,PRCP,20.0,S
,20161203,,,,,,,,,,,,,,,,US1MOFSA153,PRCP,0.0,N
,20161203,,,,,,,,,,,,,,,,US1SDPN0013,PRCP,0.0,N
,20161203,,,,,,,,,,,,,,,,ASN00083010,PRCP,0.0,a
,20161203,,,,,,,,,,,,,,,,US1VTOG0011,SNWD,13.0,N
,20161203,,,,,,,,,,,,,,,,USC00408918,SNWD,0.0,7
,20161203,,,,,,,,,,,,,,,,USC00133455,SNOW,0.0,7
,20161203,,,,,,,,,,,,,,,,USW00094946,TMAX,56.0,W
,20161203,,,,,,,,,,,,,,,,ASN00056018,TMAX,359.0,a
,20161203,,,H,,,,,,,,,,,,,USR0000CNEE,TMIN,-122.0,U
,20161203,,,,,,1600.0,,,,,,,,,,USC00020159,PRCP,0.0,7
,20161203,,,,,,,,,,,,,,,,US1TXEL0006,PRCP,102.0,N
,20161203,,,T,,,,,,,,,,,,,USW00004111,PRCP,0.0,W
,20161203,,,,,,1600.0,,,,,,,,,,USC00227840,TMIN,67.0,7
,20161203,,,,,,2200.0,,,,,,,,,,USC00137726,TOBS,0.0,7
,20161203,,,,,,,,,,,,,,,,US1NMGR0029,PRCP,107.0,N
,20161203,,,,,,,,,,,,,,,,US1PAYR0017,PRCP,0.0,N
,20161203,,,,,,1600.0,,,,,,,,,,USW00093044,TOBS,22.0,7
,20161203,,,,,,800.0,,,,,,,,,,USC00335786,SNWD,0.0,7
,20161203,,,,,,800.0,,,,,,,,,,USC00468522,TMIN,17.0,7
,20161203,,,,,,700.0,,,,,,,,,,USC00252851,TMAX,72.0,7
,20161203,,,,,,,,,,,,,,,,US1FLHL0003,SNOW,0.0,N
,20161203,,,,,,2400.0,,,,,,,,,,USW00013872,TMAX,89.0,7
,20161203,,,,,,730.0,,,,,,,,,,USC00475932,SNWD,0.0,7
,20161203,,,,,,2400.0,,,,,,,,,,USW00003996,TMIN,83.0,W
,20161203,,,,,,700.0,,,,,,,,,,USC00301761,TMAX,133.0,7
,20161203,,,,,,,,,,,,,,,,ASN00053076,PRCP,0.0,a
,20161203,,,,,,,,,,,,,,,,US1NCWK0056,SNOW,0.0,N
,20161203,,,,,,,,,,,,,,,,USW00053859,PRCP,0.0,W
,20161203,,,,,,,,,,,,,,,,JA000047672,TMAX,177.0,S
,20161203,,,H,,,,,,,,,,,,,JA000047836,TAVG,189.0,S
,20161203,,,,,,700.0,,,,,,,,,,USC00315356,TMAX,111.0,7
,20161203,,,,,,,,,,,,,,,,US1NJOC0058,PRCP,0.0,N
,20161203,,,,,,700.0,,,,,,,,,,USC00367863,SNWD,0.0,7
,20161203,,,,,,,,,,,,,,,,US1TXGA0009,PRCP,66.0,N
,20161203,,,,,,,,,,,,,,,,CA1AB000012,SNOW,0.0,N
,20161203,,,T,,,,,,,,,,,,,US1KSSC0003,SNWD,0.0,N
,20161203,,,,,,,,,,,,,,,,US1KSMR0006,PRCP,0.0,N
,20161203,,,,,,700.0,,,,,,,,,,USC00410655,TOBS,106.0,7
,20161203,,,,,,700.0,,,,,,,,,,USC00144712,TMAX,89.0,7
,20161203,,,,,,,,,,,,,,,,US1AZPN0050,PRCP,0.0,N
,20161203,,,,,,,,,,,,,,,,ASN00079103,TMAX,208.0,a
,20161203,,,,,,800.0,,,,,,,,,,USC00221738,TOBS,72.0,7
,20161203,,,,,,700.0,,,,,,,,,,USC00174683,TMIN,-6.0,7
,20161203,,,,,,,,,,,,,,,,USW00094723,PGTM,1349.0,W
,20161203,,,,,,,,,,,,,,,,SGM00061698,TMIN,235.0,S
,20161203,,,H,,,,,,,,,,,,,KZ000035700,TAVG,-21.0,S
,20161203,,,,,,,,,,,,,,,,US1NHMR0041,PRCP,8.0,N
,20161203,,,,,,,,,,,,,,,,NOE00110509,SNWD,0.0,E
,20161203,,,,,,800.0,,,,,,,,,,USC00411934,PRCP,25.0,7
,20161203,,,,,,800.0,,,,,,,,,,USC00023582,SNWD,0.0,7
,20161203,,,,,,,,,,,,,,,,RSM00023274,SNWD,249.0,S
,20161203,,,,,,,,,,,,,,,,US1MNWR0025,SNOW,0.0,N
,20161203,,,,,,2400.0,,,,,,,,,,USW00014735,SNWD,0.0,W
,20161203,,,,,,1600.0,,,,,,,,,,USC00391294,TMIN,-139.0,7
,20161203,,,,,,700.0,,,,,,,,,,USC00411033,PRCP,3.0,7
,20161203,,,,,,,,,,,,,,,,USW00093010,WSF2,67.0,W
,20161203,,,T,,,,,,,,,,,,,CA004036844,SNWD,0.0,C
,20161203,,,,,,,,,,,,,,,,US1NCHN0011,PRCP,0.0,N
,20161203,,,,,,,,,,,,,,,,USW00053819,PRCP,20.0,W
,20161203,,,,,,,,,,,,,,,,USC00172602,SNWD,0.0,7
,20161203,,,,,,700.0,,,,,,,,,,USC00199972,TMAX,67.0,7
,20161203,,,,,,,,,,,,,,,,USW00003171,WSF2,81.0,W
,20161203,,,,,,,,,,,,,,,,ASN00079107,PRCP,0.0,a
,20161203,,,,,,700.0,,,,,,,,,,USC00136940,TMIN,-56.0,7
,20161203,,,,,,,,,,,,,,,,GYM00081001,TMIN,243.0,S
,20161203,,,,,,700.0,,,,,,,,,,USC00395638,TOBS,-22.0,7
,20161203,,,,,,1800.0,,,,,,,,,,USC00244133,TMAX,67.0,7
,20161203,,,,,,,,,,,,,,,,CA007056616,SNWD,200.0,C
,20161203,,,,,,,,,,,,,,,,USS0007M16S,WESD,356.0,T
,20161203,,,,,,,,,,,,,,,,USW00094732,WSF5,143.0,W
,20161203,,,,,,,,,,,,,,,,USW00024021,WDF2,230.0,W
,20161203,,,,,,,,,,,,,,,,ASN00013005,PRCP,0.0,a
,20161203,,,,,,,,,,,,,,,,CA007051163,WSFG,430.0,C
,20161203,,,,,,,,,,,,,,,,ASN00083090,PRCP,0.0,a
,20161203,,,,,,,,,,,,,,,,USW00053919,WDF5,100.0,W
,20161203,,,,,,,,,,,,,,,,USW00094017,WSF2,89.0,W
,20161203,,,H,,,,,,,,,,,,,SF003336820,TAVG,196.0,S
,20161203,,,,,,,,,,,,,,,,CE000434730,TMIN,80.0,S
,20161203,,,H,,,,,,,,,,,,,USR0000ASAG,TMIN,11.0,U
,20161203,,,,,,700.0,,,,,,,,,,USC00099157,PRCP,0.0,7
,20161203,,,,,,1600.0,,,,,,,,,,USC00047888,TOBS,183.0,7
,20161203,,,,,,730.0,,,,,,,,,,USC00215902,PRCP,0.0,7
,20161203,,,,,,700.0,,,,,,,,,,USC00306649,SNWD,0.0,7
,20161203,,,,,,,,,,,,,,,,USW00093228,WDF2,60.0,W
,20161203,,,,,,700.0,,,,,,,,,,USC00058613,SNWD,0.0,7
,20161203,,,,,,,,,,,,,,,,CA002204300,TMIN,-193.0,C
,20161203,,,,,,700.0,,,,,,,,,,USC00273182,TMAX,83.0,7
,20161203,,,,,,800.0,,,,,,,,,,USC00434290,TMIN,-11.0,7
,20161203,,,,,,,,,,,,,,,,US1UTDV0024,SNOW,0.0,N
,20161203,,,,,,,,,,,,,,,,US1CAVT0018,PRCP,0.0,N
,20161203,,,,,,,,,,,,,,,,USC00048135,SNOW,0.0,7
,20161203,,,,,,,,,,,,,,,,CA008401400,WDFG,2.0,C
,20161203,,,,,,,,,,,,,,,,USW00023049,WSF2,94.0,W
,20161203,,,,,,,,,,,,,,,,CA002202115,PRCP,5.0,S
,20161203,,,,,,,,,,,,,,,,CA001012040,TAVG,40.0,C
,20161203,,,,,,,,,,,,,,,,MGM00044347,TMAX,4.0,S
,20161203,,,,,,700.0,,,,,,,,,,USC00172048,SNWD,0.0,7
,20161203,,,,,,1600.0,,,,,,,,,,USW00003122,TMIN,61.0,7
,20161203,,,,,,,,,,,,,,,,USS0019L24S,TOBS,-7.0,T
,20161203,,,,,,630.0,,,,,,,,,,USC00474108,TMAX,11.0,7
,20161203,,,,,,,,,,,,,,,,USS0015K03S,SNWD,178.0,T
,20161203,,,,,,,,,,,,,,,,USS0006H13S,WESD,584.0,T
,20161203,,,,,,,,,,,,,,,,USC00306745,SNOW,0.0,7
,20161203,,,,,,,,,,,,,,,,USR0000ONPR,TAVG,29.0,U
,20161203,,,,,,,,,,,,,,,,JA000047418,TMAX,64.0,S
,20161203,,,H,,,,,,,,,,,,,USR0000FBLO,TMAX,194.0,U
,20161203,,,H,,,,,,,,,,,,,USR0000CUHL,TMAX,117.0,U
,20161203,,,,,,700.0,,,,,,,,,,USC00143037,SNWD,0.0,7
,20161203,,,,,,,,,,,,,,,,USS0006N16S,WESD,686.0,T
,20161203,,,,,,,,,,,,,,,,USW00004854,AWND,13.0,W
,20161203,,,,,,2400.0,,,,,,,,,,USW00025333,TMIN,0.0,W
,20161203,,,,,,700.0,,,,,,,,,,USC00179295,SNWD,0.0,7
,20161203,,,,,,,,,,,,,,,,USC00357127,TMIN,44.0,7
,20161203,,,,,,800.0,,,,,,,,,,USC00081306,TOBS,250.0,7
,20161203,,,,,,,,,,,,,,,,CA1ON000129,SNOW,0.0,N
,20161203,,,,,,,,,,,,,,,,NOE00133278,SNWD,380.0,E
,20161203,,,,,,,,,,,,,,,,CA1NS000045,PRCP,0.0,N
,20161203,,,,,,,,,,,,,,,,USR0000FIVE,TAVG,-53.0,U
,20161203,,,,,,,,,,,,,,,,US1NCTR0021,PRCP,0.0,N
,20161203,,,,,,,,,,,,,,,,US1ORLA0179,PRCP,8.0,N
,20161203,,,,,,,,,,,,,,,,NOE00133162,TMIN,-70.0,E
,20161203,,,,,,,,,,,,,,,,USS0008L02S,TOBS,-119.0,T
,20161203,,,,,,700.0,,,,,,,,,,USC00055025,TMAX,28.0,7
,20161203,,,,,,700.0,,,,,,,,,,USC00224776,TOBS,61.0,7
,20161203,,,T,,,,,,,,,,,,,USW00014710,PRCP,0.0,W
,20161203,,,,,,,,,,,,,,,,GR000167460,PRCP,0.0,S
,20161203,,,,,,2400.0,,,,,,,,,,USC00382735,TMIN,50.0,7
,20161203,,,,,,,,,,,,,,,,CA003075160,WDFG,25.0,C
,20161203,,,,,,,,,,,,,,,,NLE00109042,PRCP,0.0,E
,20161203,,,,,,1700.0,,,,,,,,,,USC00422385,TMAX,0.0,7
,20161203,,,,,,,,,,,,,,,,ASN00014817,PRCP,4.0,a
,20161203,,,,,,2400.0,,,,,,,,,,USW00013967,TMAX,83.0,W
,20161203,,,,,,,,,,,,,,,,US1ORCK0004,PRCP,0.0,N
,20161203,,,,,,800.0,,,,,,,,,,USC00401145,SNWD,0.0,7
,20161203,,,,,,700.0,,,,,,,,,,USC00478827,TOBS,-33.0,7
,20161203,,,,,,,,,,,,,,,,USR0000CHOR,TAVG,49.0,U
,20161203,,,,,,,,,,,,,,,,JA000047895,TMIN,65.0,S
,20161203,,,,,,,,,,,,,,,,CA006012199,SNWD,60.0,C
,20161203,,,,,,,,,,,,,,,,USW00014992,WDF2,150.0,W
,20161203,,,,,,,,,,,,,,,,USS0011J23S,AWDR,308.0,T
,20161203,,,,,,,,,,,,,,,,US1CALA0044,PRCP,0.0,N
,20161203,,,,,,2400.0,,,,,,,,,,USC00347640,PRCP,99.0,7
,20161203,,,,,,,,,,,,,,,,USW00004726,AWND,63.0,W
,20161203,,,,,,,,,,,,,,,,CA001101300,SNWD,660.0,C
,20161203,,,,,,,,,,,,,,,,CA1ON000062,PRCP,15.0,N
,20161203,,,,,,,,,,,,,,,,CA003030768,TMIN,-46.0,C
,20161203,,,,,,,,,,,,,,,,USW00014950,WDF5,120.0,W
,20161203,,,,,,,,,,,,,,,,BOM00026759,TMAX,-19.0,S
,20161203,,,H,,,,,,,,,,,,,IDM00097700,TAVG,260.0,S
,20161203,,,,,,,,,,,,,,,,CHM00050564,TMIN,-125.0,S
,20161203,,,,,,,,,,,,,,,,USC00144089,SNOW,0.0,7
,20161203,,,,,,,,,,,,,,,,USW00093102,TMIN,-77.0,W
,20161203,,,,,,800.0,,,,,,,,,,USC00481840,PRCP,0.0,7
,20161203,,,,,,,,,,,,,,,,USS0015H03S,TMIN,-77.0,T
,20161203,,,,,,,,,,,,,,,,ASN00061026,PRCP,0.0,a
,20161203,,,,,,,,,,,,,,,,US1TNML0004,SNOW,0.0,N
,20161203,,,,,,,,,,,,,,,,USR0000CLGA,TAVG,110.0,U
,20161203,,,,,,700.0,,,,,,,,,,USC00300321,TMAX,56.0,7
,20161203,,,,,,700.0,,,,,,,,,,USC00324102,TMIN,-117.0,7
,20161203,,,,,,,,,,,,,,,,CA007080468,WDFG,0.0,C
,20161203,,,,,,700.0,,,,,,,,,,USC00410482,TMAX,156.0,7
,20161203,,,,,,,,,,,,,,,,USW00094850,WSF5,58.0,W
,20161203,,,,,,830.0,,,,,,,,,,USC00421240,TMAX,39.0,7
,20161203,,,H,,,,,,,,,,,,,USW00014926,TAVG,-20.0,S
,20161203,,,,,,,,,,,,,,,,US1CAOR0005,SNOW,0.0,N
,20161203,,,,,,,,,,,,,,,,US1COAD0179,SNOW,0.0,N
,20161203,,,,,,700.0,,,,,,,,,,USC00056263,SNWD,127.0,7
,20161203,,,,,,,,,,,,,,,,CA00501B4G2,PRCP,30.0,C
,20161203,,,,,,,,,,,,,,,,USC00394206,SNOW,0.0,7
,20161203,,,,,,,,,,,,,,,,CA004014156,SNWD,20.0,C
,20161203,,,,,,,,,,,,,,,,USR0000OANT,TAVG,-32.0,U
,20161203,,,,,,,,,,,,,,,,USC00416506,SNWD,0.0,7
,20161203,,,,,,800.0,,,,,,,,,,USC00238524,PRCP,0.0,7
,20161203,,,,,,,,,,,,,,,,RSM00034880,SNWD,10.0,S
,20161203,,,T,,,,,,,,,,,,,CA006149389,PRCP,0.0,C
,20161203,,,,,,,,,,,,,,,,ASN00010536,PRCP,0.0,a
,20161203,,,,,,700.0,,,,,,,,,,USC00253478,PRCP,0.0,7
,20161203,,,,,,,,,,,,,,,,USC00291931,SNWD,76.0,7
,20161203,,,,,,,,,,,,,,,,CA008102536,PRCP,0.0,C
,20161203,,,B,,,,,,,,,,,,,RSM00029706,PRCP,0.0,S
,20161203,,,,,,,,,,,,,,,,US1SCHR0019,PRCP,0.0,N
,20161203,,,,,,,,,,,,,,,,TI000038715,TMAX,40.0,S
,20161203,,,T,,,,,,,,,,,,,USC00065445,SNOW,0.0,7
,20161203,,,T,,,,,,,,,,,,,US1COJF0240,PRCP,0.0,N
,20161203,,,,,,2400.0,,,,,,,,,,USW00024090,TMAX,67.0,W
,20161203,,,,,,,,,,,,,,,,USS0011E03S,WESD,203.0,T
,20161203,,,,,,800.0,,,,,,,,,,USC00093325,TOBS,128.0,7
,20161203,,,,,,,,,,,,,,,,CA004011980,TAVG,-30.0,C
,20161203,,,,,,,,,,,,,,,,US1ORCC0006,PRCP,15.0,N
,20161203,,,,,,,,,,,,,,,,US1AZMR0218,PRCP,0.0,N
,20161203,,,,,,,,,,,,,,,,USS0049M08S,PRCP,0.0,T
,20161203,,,,,,2400.0,,,,,,,,,,USC00127370,TMIN,0.0,7
,20161203,,,H,,,,,,,,,,,,,USR0000CSQS,TMIN,39.0,U
,20161203,,,,,,700.0,,,,,,,,,,USC00410433,TMAX,172.0,7
,20161203,,,,,,,,,,,,,,,,US1NYDT0012,SNWD,0.0,N
,20161203,,,,,,,,,,,,,,,,NLE00108972,PRCP,0.0,E
,20161203,,,,,,,,,,,,,,,,FIE00142035,TMAX,-14.0,E
,20161203,,,,,,,,,,,,,,,,USC00485417,WDFG,247.0,7
,20161203,,,,,,1700.0,,,,,,,,,,USC00042012,TOBS,128.0,7
,20161203,,,,,,630.0,,,,,,,,,,USC00200361,PRCP,0.0,7
,20161203,,,,,,,,,,,,,,,,USW00063856,PRCP,0.0,R
,20161203,,,,,,,,,,,,,,,,US1NYMR0015,SNOW,0.0,N
,20161203,,,,,,,,,,,,,,,,US1ARBX0002,PRCP,0.0,N
,20161203,,,,,,,,,,,,,,,,US1SCED0002,PRCP,0.0,N
,20161203,,,B,,,,,,,,,,,,,RSM00029712,PRCP,0.0,S
,20161203,,,,,,,,,,,,,,,,US1WIWK0029,PRCP,0.0,N
,20161203,,,,,,,,,,,,,,,,USS0010K06S,WESD,203.0,T
,20161203,,,,,,,,,,,,,,,,USW00012884,WSF5,107.0,W
,20161203,,,,,,,,,,,,,,,,USW00023202,TMAX,161.0,H
,20161203,,,,,,,,,,,,,,,,CA006161740,SNOW,0.0,C
,20161203,,,,,,800.0,,,,,,,,,,USC00208443,TMAX,44.0,7
,20161203,,,,,,,,,,,,,,,,US1ILCK0075,PRCP,0.0,N
,20161203,,,,,,,,,,,,,,,,ASN00060042,PRCP,2.0,a
,20161203,,,,,,,,,,,,,,,,USW00024013,WDF2,170.0,W
,20161203,,,,,,800.0,,,,,,,,,,USC00457794,PRCP,0.0,7
,20161203,,,,,,,,,,,,,,,,USS0006M23S,WESD,356.0,T
,20161203,,,,,,,,,,,,,,,,USC00210809,SNOW,0.0,7
,20161203,,,H,,,,,,,,,,,,,FI000002963,TAVG,-65.0,S
,20161203,,,,,,,,,,,,,,,,CA00230J01Q,TAVG,-121.0,C
,20161203,,,,,,,,,,,,,,,,RSM00034238,SNWD,10.0,S
,20161203,,,,,,,,,,,,,,,,US1MIKN0081,SNOW,0.0,N
,20161203,,,,,,,,,,,,,,,,US1SDGY0015,SNOW,0.0,N
,20161203,,,,,,,,,,,,,,,,CA00615EMR7,SNWD,0.0,C
,20161203,,,,,,700.0,,,,,,,,,,USC00010160,TOBS,67.0,7
,20161203,,,,,,700.0,,,,,,,,,,USC00104670,TMAX,0.0,7
,20161203,,,,,,,,,,,,,,,,USW00012819,WDF2,50.0,W
,20161203,,,,,,,,,,,,,,,,US1VAMN0005,PRCP,0.0,N
,20161203,,,,,,800.0,,,,,,,,,,USC00459074,TMIN,-17.0,7
,20161203,,,,,,,,,,,,,,,,CHM00052495,TMIN,-91.0,S
,20161203,,,,,,,,,,,,,,,,USS0022F04S,TAVG,12.0,T
,20161203,,,,,,800.0,,,,,,,,,,USC00142835,TMIN,17.0,7
,20161203,,,,,,,,,,,,,,,,US1CASD0060,PRCP,0.0,N
,20161203,,,,,,,,,,,,,,,,ASN00085034,PRCP,0.0,a
,20161203,,,,,,,,,,,,,,,,USS0018E18S,PRCP,0.0,T
,20161203,,,,,,800.0,,,,,,,,,,USC00206007,TMIN,17.0,7
,20161203,,,,,,800.0,,,,,,,,,,USC00364325,TMAX,122.0,7
,20161203,,,,,,,,,,,,,,,,USS0021C10S,PRCP,25.0,T
,20161203,,,,,,,,,,,,,,,,USS0012L04S,TMIN,-108.0,T
,20161203,,,,,,,,,,,,,,,,NLE00109126,PRCP,0.0,E
,20161203,,,,,,,,,,,,,,,,ASN00047039,PRCP,0.0,a
,20161203,,,,,,,,,,,,,,,,US1CASH0018,PRCP,0.0,N
,20161203,,,T,,,,,,,,,,,,,CA1MB000043,PRCP,0.0,N
,20161203,,,,,,,,,,,,,,,,USS0009S06S,WESD,25.0,T
,20161203,,,,,,1800.0,,,,,,,,,,USC00290983,TMIN,-11.0,7
,20161203,,,H,,,,,,,,,,,,,USR0000NFAI,TMIN,22.0,U
,20161203,,,,,,,,,,,,,,,,US1NCWK0115,PRCP,0.0,N
,20161203,,,,,,,,,,,,,,,,US1MDPG0046,PRCP,0.0,N
,20161203,,,,,,,,,,,,,,,,US1PAMT0078,PRCP,0.0,N
,20161203,,,,,,700.0,,,,,,,,,,USC00229400,TOBS,83.0,7
,20161203,,,,,,,,,,,,,,,,CA006114979,TAVG,3.0,C
,20161203,,,,,,,,,,,,,,,,USW00094911,SNWD,0.0,7
,20161203,,,,,,,,,,,,,,,,USR0000TPRE,TAVG,42.0,U
,20161203,,,H,,,,,,,,,,,,,TH000048303,TAVG,226.0,S
,20161203,,,,,,2400.0,,,,,,,,,,USW00013748,TMAX,128.0,W
,20161203,,,,,,1700.0,,,,,,,,,,USC00393832,TMAX,28.0,7
,20161203,,,,,,700.0,,,,,,,,,,USC00139067,PRCP,0.0,7
,20161203,,,T,,,,,,,,,,,,,US1OHMD0001,SNOW,0.0,N
,20161203,,,,,,,,,,,,,,,,JA000047435,TMIN,-30.0,S
,20161203,,,,,,900.0,,,,,,,,,,USC00324722,TMAX,-11.0,7
,20161203,,,T,,,800.0,,,,,,,,,,USC00051886,SNWD,0.0,7
,20161203,,,,,,,,,,,,,,,,CA002403756,PRCP,4.0,C
